Region,Zone,Woreda,Period,BCG Distributed,BCG Administered,IPV Distributed,IPV Administered,Measles Distributed,Measles Administered,Penta Distributed,Penta Administered,Rota Distributed,Rota Administered
Amhara,South Wollo,Amhara Saint,2016,8540,5721,8400,6017,76600,11359,13785,17411,9504,6017
Amhara,South Wollo,Argoba,2016,3500,1917,2640,2572,4080,4390,5732,6411,4384,2572
Amhara,South Wollo,Borena,2016,9300,6700,9225,6705,15120,12506,14533,19762,10145,6705
Amhara,South Wollo,Delanta,2016,6820,4064,4670,4317,6230,7455,9589,12276,6289,4317
Amhara,South Wollo,Dessie Zuria,2016,1420,5624,1385,5697,1930,10423,2272,16940,1674,5697
Amhara,South Wollo,Jamma,2016,6900,5091,5700,5380,13660,10080,12121,15828,6716,5380
Amhara,South Wollo,Kallu,2016,13100,8320,12365,8384,23090,16096,24388,24861,15542,8384
Amhara,South Wollo,Kelala,2016,9860,6309,8615,6399,19000,12208,17538,19013,10845,6399
Amhara,South Wollo,Kutaber,2016,6120,3565,5295,3645,12740,6933,11285,10761,6845,3645
Amhara,South Wollo,Legambo,2016,9520,6606,8575,6619,16220,13075,14966,19763,9992,6619
Amhara,South Wollo,Legehida,2016,3260,2564,3405,2530,5450,5161,5891,7534,4062,2530
Amhara,South Wollo,Mehal Saint,2016,4820,2589,3450,3019,8840,5576,7738,8444,4954,3019
Amhara,South Wollo,Mekdela,2016,8820,5616,8930,6862,16360,12029,15720,17447,10745,6862
Amhara,South Wollo,Tehuledre,2016,7000,5256,6675,5435,12670,10438,12881,15958,8093,5435
Amhara,South Wollo,Tenta,2016,8520,5907,9100,6040,16020,11170,14257,18044,9932,6040
Amhara,South Wollo,Wogidi,2016,7760,5360,6780,5062,12610,9811,13621,15084,9000,5062
Amhara,South Wollo,Worebabo,2016,5460,3550,4970,3847,8920,7227,9646,10763,5581,3847
Amhara,South Wollo,Woreilu,2016,6940,4559,6685,4808,12050,9811,13439,13606,8537,4808
Amhara,Waghimera,Abergele,2016,2880,1494,5355,3585,11140,3703,9553,8916,7629,3585
Amhara,Waghimera,Dehana,2016,5760,4912,6530,5772,13320,9608,13474,16011,9382,5772
Amhara,Waghimera,Gazgibla,2016,3720,2384,4865,3803,9880,5808,8700,9919,5539,3803
Amhara,Waghimera,Sehala,2016,1280,1027,1560,1407,14590,2165,3639,4353,2086,1407
Amhara,Waghimera,Sekota Town,2016,1840,2065,2145,2033,2030,2668,3369,5971,2530,2033
Amhara,Waghimera,Sekota Zuria,2016,13100,3891,11605,4824,59270,8522,25348,12957,16372,4824
Amhara,Waghimera,Tsagibji,2016,1620,1700,2280,2083,7480,3027,4815,6762,3674,2083
Amhara,Waghimera,Ziquala,2016,3280,2419,3080,2749,27880,5048,7001,8041,3937,2749
Amhara,West Gojjam,Bure Town,2016,3060,2384,1550,2507,1700,4420,3852,7399,2869,2507
Amhara,West Gojjam,Bure Zuria,2016,6460,2003,2850,2170,7940,3806,9419,6747,5897,2170
Amhara,West Gojjam,Dega Damot,2016,6880,3604,2110,8592,4370,11612,6333,16759,4485,8592
Amhara,West Gojjam,Dembecha,2016,11640,4941,5695,4560,12750,8131,14673,14108,8680,4560
Amhara,West Gojjam,Finote Selam Town,2016,7060,2629,4020,2331,6380,3955,8473,7205,5588,2331
Amhara,West Gojjam,Jabi Tehnan,2016,9840,4413,4025,4495,9470,9039,11167,14526,7732,4495
Amhara,West Gojjam,Quarit,2016,7460,957,4130,1714,8700,2923,8400,5508,6200,1714
Amhara,West Gojjam,Sekela,2016,8400,2453,4395,2932,8540,5024,7726,9009,5197,2932
Amhara,West Gojjam,Wenberma,2016,6960,3247,3390,3380,8130,6508,8151,10564,5495,3380
Amhara,West Gondar,Adagnager Chako,2016,2580,1400,1495,2926,3730,4049,4297,5684,2780,2926
Amhara,West Gondar,Gendawuha,2016,6600,1408,6390,1511,26250,2522,12294,4215,7418,1511
Amhara,West Gondar,Metema,2016,7460,5300,4470,6582,7590,10712,12603,16180,8776,6582
Amhara,West Gondar,Quara,2016,6380,5238,4275,5424,8600,9677,10843,16281,7279,5424
Amhara,West Gondar,West Armachho,2016,3080,1980,1820,2222,22740,3583,5990,6059,3759,2222
Amhara,Woldia Town,Woldia Town,2016,4540,4128,5215,3938,7390,6659,9766,12737,6472,3938
Benishangul-Gumuz,Asossa,Abrahamo Woreda,2016,2940,1090,2180,1375,7200,2475,5389,4020,3285,2645
Benishangul-Gumuz,Asossa,Bambasi,2016,6200,2247,8100,2260,4820,3542,9338,6798,6979,4545
Benishangul-Gumuz,Asossa,Buldigilu Woreda,2016,4120,2461,3005,2381,6270,4495,5394,7219,4542,4781
Benishangul-Gumuz,Asossa,Homesha,2016,3740,796,2725,860,3470,1618,7324,2643,5019,1783
Benishangul-Gumuz,Asossa,Kurmuk,2016,1900,910,1610,915,2760,1497,3127,2852,2572,1930
Benishangul-Gumuz,Asossa,Menge,2016,3380,1931,2585,1808,5410,3335,5656,5446,3940,3648
Benishangul-Gumuz,Asossa,Oura,2016,4980,1290,3130,1247,8150,2841,6930,3701,4765,2453
Benishangul-Gumuz,Asossa,Sherkole,2016,2740,1216,2270,1387,3820,2155,5615,4468,4226,3046
Benishangul-Gumuz,Asossa,Undullu,2016,1660,1002,1245,947,1980,1813,2732,2874,2085,1935
Benishangul-Gumuz,Assosa Town,Assosa Town,2016,7960,4158,5965,4286,9120,5733,14266,10986,8683,7368
Benishangul-Gumuz,Kamashi,Dambe Woreda,2016,1440,267,1490,385,3680,1174,3515,2299,4511,1893
Benishangul-Gumuz,Kamashi,Kamashi Woreda,2016,720,331,1240,486,3530,469,2551,2012,2290,1399
Benishangul-Gumuz,Kamashi,Mizhiga Woreda,2016,1960,502,1470,306,20240,1008,3555,1730,2379,1386
Benishangul-Gumuz,Kamashi,Sedal Woreda,2016,1720,584,1330,405,3480,546,4541,1731,3075,1306
Benishangul-Gumuz,Kamashi,Zay Woreda,2016,1660,425,1400,288,3150,305,3438,1595,3069,1336
Benishangul-Gumuz,Mao Komo,Mao Komo Special Zone,2016,5360,2714,4060,2534,7680,3460,9869,8431,6416,5792
Benishangul-Gumuz,Metekel,Bulen Woreda,2016,9200,1350,3825,1372,3460,2366,12798,4031,6300,2426
Benishangul-Gumuz,Metekel,Dangur Woreda,2016,6320,1963,4580,1868,3770,3045,5288,5788,6907,3526
Benishangul-Gumuz,Metekel,Dibate Woreda,2016,6700,2023,4765,1858,117240,3572,8562,5726,4165,3606
Benishangul-Gumuz,Metekel,Guba Woreda,2016,1400,552,150,515,1320,602,1531,1671,2056,1000
Benishangul-Gumuz,Metekel,Wembera Woreda,2016,11860,1141,5600,916,41920,1599,7217,3073,4918,2046
Central Ethiopia,East Gurage,Butajira Town,2016,6840,4257,3445,4228,4910,8348,9431,12728,5619,8467
Central Ethiopia,East Gurage,Meskan,2016,8540,4339,4610,4276,9440,7915,10174,12990,6480,8624
Central Ethiopia,East Gurage,Sodo,2016,6480,4949,3345,4618,7730,8900,7217,13819,4487,9327
Central Ethiopia,East Gurage,South Sodo,2016,740,1413,300,1563,530,2781,806,4647,476,3084
Central Ethiopia,Gurage,Abeshge,2016,6460,3015,3505,2959,14960,5451,10806,9004,5357,6038
Central Ethiopia,Gurage,Cheha,2016,6040,4815,4905,4080,7500,7924,10054,12275,6463,8134
Central Ethiopia,Gurage,Endegagn,2016,4340,1729,2260,1797,5070,3542,5460,5401,3145,3587
Central Ethiopia,Gurage,Enor Ener Meger,2016,700,2273,425,2232,1390,4691,114,6716,10,4418
Central Ethiopia,Gurage,Enor,2016,12100,3334,5900,3625,13670,6770,11384,10947,5733,7265
Central Ethiopia,Gurage,Ezha,2016,4560,3438,2050,3364,5120,6475,6128,10106,2678,6742
Central Ethiopia,Gurage,Gedebano Gutazer Welene,2016,1640,3929,1425,4519,2570,8117,3170,13729,2305,9012
Central Ethiopia,Gurage,Geta,2016,4340,3129,1760,3462,4200,6358,3331,10078,2313,6648
Central Ethiopia,Gurage,Gumer,2016,4180,2759,1830,2778,3800,5124,4426,8375,2974,5526
Central Ethiopia,Gurage,Mihurna Aklil,2016,6220,3872,2210,3854,3650,7691,6074,11589,3519,7725
Central Ethiopia,Gurage,Wolkite Town,2016,8680,3000,4135,3093,11250,5722,11731,9200,5474,6059
Central Ethiopia,Hadiya,Ameka,2016,4680,2994,2355,3081,7940,5684,7440,9585,4001,6434
Central Ethiopia,Hadiya,Duna,2016,4700,5531,2145,5324,7950,9701,6662,16169,4393,10700
Central Ethiopia,Hadiya,East Badawacho,2016,5740,4456,1840,4091,13860,7774,7111,13020,4391,8480
Central Ethiopia,Hadiya,Gibe and Homocho,2016,8100,5810,4160,5523,7880,10328,7569,16763,5090,11211
Central Ethiopia,Hadiya,Gombora Health Office,2016,3900,5043,2020,4309,6250,8399,6817,14512,3789,9467
Central Ethiopia,Hadiya,Hosaena Town,2016,6600,4097,7000,5393,6060,16230,9610,20052,5178,11330
Central Ethiopia,Hadiya,Jajura Town,2016,1380,1121,900,1259,2190,2031,2004,3919,1370,2598
Central Ethiopia,Hadiya,Lemo Health Office,2016,22540,6231,10230,5981,20770,10804,24259,18346,13156,12151
Central Ethiopia,Hadiya,Mirab Soro,2016,1940,2123,720,1876,1390,3347,1597,6358,1310,4195
Central Ethiopia,Hadiya,Misha Health Office,2016,4320,3094,2605,3075,4440,5853,6336,9317,4111,6180
Central Ethiopia,Hadiya,Shashego and Bonosha,2016,18000,5001,9040,8773,20980,8725,22272,14893,13812,9718
Central Ethiopia,Hadiya,Shone Town Health Office,2016,2600,2339,900,1994,7560,3133,868,6626,1150,4243
Central Ethiopia,Hadiya,Siraro Badewacho,2016,1900,1749,1630,1772,2940,3239,2933,5189,1959,3509
Central Ethiopia,Hadiya,Soro Health Office,2016,8320,5280,3410,4841,7210,8665,7555,14921,5752,9863
Central Ethiopia,Hadiya,West Badewacho,2016,5860,3213,1450,3231,5130,5456,4830,9698,3325,6224
Central Ethiopia,Halaba,Atoti Ulo Health Office,2016,900,2699,240,2605,430,5373,683,8019,600,5173
Central Ethiopia,Halaba,Halaba Kulito City Administration,2016,16160,1927,9660,2015,11080,3836,18720,5767,12199,3900
Central Ethiopia,Halaba,Wera Dijo,2016,1520,3243,870,3131,2000,5953,933,9673,1120,6408
Central Ethiopia,Halaba,Wera,2016,2120,3095,855,3058,1430,5811,1002,9150,651,6149
Central Ethiopia,Kebena Special,Kebena Special,2016,3900,2316,2375,2334,4320,3968,6213,7008,3627,4578
Central Ethiopia,Kembata,Adilo Zuria,2016,2060,1390,1340,1331,1100,2566,2679,4062,1936,2709
Central Ethiopia,Kembata,Damboya Town and,2016,3760,4075,2215,3946,3770,7844,5490,11813,3850,7881
Central Ethiopia,Kembata,Doyogena Town and,2016,5320,3821,2005,4128,2700,6965,7750,11307,4752,7368
Central Ethiopia,Kembata,Durame Town,2016,2640,1832,1595,2308,1060,3498,4233,5382,2362,3550
Central Ethiopia,Kembata,Hadero Town,2016,1380,1312,925,1159,1340,2021,2564,3780,2085,2469
Central Ethiopia,Kembata,Hadero Tunto Zuriya,2016,5600,3925,2715,3781,5220,7331,8247,11381,4546,7565
Central Ethiopia,Kembata,Kacha Birra,2016,6620,3846,3480,3670,6360,7162,10292,11350,6527,7511
Central Ethiopia,Kembata,Kedida Gamela,2016,2720,2518,1170,2417,2210,4758,2654,7324,1282,4851
Central Ethiopia,Kembata,Shinshicho Town,2016,780,1674,250,1506,910,2070,1100,4905,929,3164
Central Ethiopia,Mareko Special,Mareko Special,2016,8160,3717,6145,3495,8930,6574,9321,11242,5975,7409
Central Ethiopia,Silte,Alicho Werero,2016,5440,4572,2710,4470,6170,8670,6150,13565,4614,8996
Central Ethiopia,Silte,Dalocha and Dalocha Twon,2016,6080,4652,4240,4819,5740,7848,10666,14538,6445,9785
Central Ethiopia,Silte,East Azernet Berbere,2016,5660,2817,2965,2600,4200,4865,4545,7679,3084,5145
Central Ethiopia,Silte,Hulbareg,2016,6720,3492,3340,3561,4290,6671,6096,10296,4657,6886
Central Ethiopia,Silte,Lanfuro,2016,12200,3223,6830,3122,8360,6154,14137,9375,8648,6277
Central Ethiopia,Silte,Sankura and Alemgebya,2016,9100,4950,5300,4925,7530,8624,10505,14396,7951,9658
Central Ethiopia,Silte,Silti,2016,16140,5601,8960,5360,13920,10854,15802,16293,10583,10938
Central Ethiopia,Silte,West Azernet,2016,4260,3059,2140,2976,3440,5809,3599,8804,2586,5861
Central Ethiopia,Silte,Worabe Town,2016,11340,4540,5780,4978,8230,9605,11291,14489,6056,9407
Central Ethiopia,Tembaro Special,Tembaro Special,2016,4540,6018,2525,5737,4850,11048,6459,17238,5116,11329
Central Ethiopia,Yem,Yem Zone,2016,5140,2674,4640,2780,7510,4798,7892,8423,5263,5582
Dire Dawa,Dire Dawa,Addis Ketema Health Center,2016,1360,355,805,486,1520,695,1643,997,1098,981
Dire Dawa,Dire Dawa,Biyo Awale Health Center,2016,2120,1233,1140,1247,1650,2322,2386,2560,1583,2539
Dire Dawa,Dire Dawa,Boren Health Center,2016,1800,433,760,401,1680,459,1627,926,909,993
Dire Dawa,Dire Dawa,Dechatu Health center,2016,1540,652,840,610,2380,1012,1948,1334,1241,1351
Dire Dawa,Dire Dawa,Dilchora General Hospital,2016,3620,2377,1000,478,1370,915,1499,1067,788,1103
Dire Dawa,Dire Dawa,Dire Dawa Health Center,2016,860,359,1030,417,1640,737,1381,941,826,970
Dire Dawa,Dire Dawa,Doctor Abel Melkamu,2016,1000,469,990,680,820,1087,1859,1384,1267,1414
Dire Dawa,Dire Dawa,Gende gerada Health Center,2016,940,821,1360,851,1830,1590,2081,1675,1679,1623
Dire Dawa,Dire Dawa,Goro Health Center,2016,5360,2222,2870,2601,3430,3266,6521,4418,4082,5040
Dire Dawa,Dire Dawa,Jeldessa Health Center,2016,2320,504,1130,484,1920,733,1225,1062,988,1028
Dire Dawa,Dire Dawa,Jello Belina Health Center,2016,2040,941,1355,966,2530,1809,2140,1967,1820,1993
Dire Dawa,Dire Dawa,kalicha Health Center,2016,1040,390,580,417,2070,595,924,831,744,800
Dire Dawa,Dire Dawa,Legaoda Gudunfeta Health Center,2016,1300,280,1255,313,890,601,777,614,600,594
Dire Dawa,Dire Dawa,Legehare Health Center,2016,3220,1236,2165,1403,6870,2140,3475,3114,2472,3217
Dire Dawa,Dire Dawa,Melka Jebdu Health Center,2016,3240,1204,1165,1141,2710,1778,2950,2376,2060,2285
Dire Dawa,Dire Dawa,Melka Kero Health Center,2016,1000,234,490,219,470,425,693,451,475,442
Dire Dawa,Dire Dawa,Sabiyan General Hospital,2016,2420,1755,2320,1489,3480,2255,4927,3141,3247,3295
Dire Dawa,Dire Dawa,Wahil Health Center,2016,1340,703,1315,678,1300,1249,1420,1467,1100,1460
Gambella,Agniwa,Abobo,2016,2200,709,1150,662,1550,952,1650,1963,550,1314
Gambella,Agniwa,Dimma,2016,1400,813,2060,935,12580,1632,2220,3011,1300,1970
Gambella,Gambella Town Admin,Gambella Town,2016,3640,3938,1500,3499,2500,3140,5943,9481,3120,6708
Gambella,Agniwa,Gambella Zuria,2016,5180,361,2900,554,5160,770,5365,1496,3620,1022
Gambella,Agniwa,Gog,2016,1560,332,1010,493,2120,820,1201,1266,1049,814
Gambella,Agniwa,Jor,2016,800,354,375,402,300,644,380,1055,335,782
Gambella,Itang Special,Itang,2016,1540,1408,2060,1800,22840,4149,2730,5285,1350,3481
Gambella,Majang,Godere Woreda,2016,2200,1112,1500,1596,2400,2228,2500,4224,2100,2830
Gambella,Majang,Mengeshi,2016,2320,765,2300,783,13550,2341,2800,2540,1050,1730
Gambella,Nuer,Akobo,2016,1280,1189,850,941,1100,1712,1560,2931,750,2031
Gambella,Nuer,Jikawo,2016,1600,348,1550,448,1700,629,1610,1325,1020,920
Gambella,Nuer,Lare,2016,2180,844,1850,1791,19690,3108,2200,5101,1380,3391
Gambella,Nuer,Makuey,2016,1080,620,1200,914,9170,1265,1350,2555,1010,1801
Gambella,Nuer,Wantawa,2016,1000,1203,1150,1358,1220,1897,1228,3624,763,2542
Harari,Harari,Abadir Woreda,2016,200,111,425,197,1250,366,400,376,340,330
Harari,Harari,Aboker Woreda,2016,640,284,660,356,1230,699,789,716,569,674
Harari,Harari,Amir Nur Woreda,2016,520,305,550,365,1450,728,728,699,526,678
Harari,Harari,Dire Teyara Woreda,2016,1820,1642,1755,1657,3700,3085,3101,3307,1974,3200
Harari,Harari,Erer Woreda,2016,1540,936,880,869,1070,1560,1552,1798,1140,1661
Harari,Harari,Hakim Woreda,2016,2820,1905,1935,1792,3410,2830,3901,3681,2314,3733
Harari,Harari,Jinela Woreda,2016,1360,759,850,858,1380,1583,1676,1768,1353,1748
Harari,Harari,Shenkor Woreda,2016,620,1191,545,1139,1430,1761,973,2334,717,2485
Harari,Harari,Sofi Woreda,2016,1200,1774,755,1768,2790,3250,1025,3589,1069,3529
Oromia,Adama City,Adama City,2016,23020,25525,15650,40244,29350,40264,51764,68212,34321,63557
Oromia,Agaro Town,Agaro Town,2016,4720,1997,3425,3419,6750,3413,7543,5605,4858,5216
Oromia,AmboTown,AmboTown,2016,13060,5893,8595,9616,15630,9324,21890,16636,12377,15809
Oromia,Arsi,Gololcha,2016,12340,5570,8620,8837,10730,8503,17237,15614,11488,14392
Oromia,Arsi,Shanan Kolu,2016,5460,3655,3590,5374,7300,6091,10765,9800,6423,8132
Oromia,Arsi,Merti,2016,7040,5092,6165,8243,7020,7811,12468,14288,8368,13398
Oromia,Arsi,Aseko,2016,7040,4319,4135,7166,7170,7719,9842,12370,6507,11370
Oromia,Arsi,Amigna,2016,5600,3968,3655,6714,7870,7270,8674,11085,5162,10289
Oromia,Arsi,Lode Hetosa,2016,6220,4784,4995,8777,8100,9194,10565,14260,6637,13301
Oromia,Arsi,Bale Gesgar,2016,6180,4412,3685,7078,7310,7250,9181,12512,6016,11547
Oromia,Arsi,Diksis,2016,6760,4309,3765,7411,6460,7228,8978,12238,5648,11508
Oromia,Arsi,Chole,2016,5900,4853,4205,8367,5720,8880,10159,13973,6585,13270
Oromia,Arsi,Robe,2016,10160,9332,6665,15178,11940,16160,17947,26226,11423,24691
Oromia,Arsi,Guna,2016,4560,4008,3605,6825,5270,7171,7742,11622,4933,10920
Oromia,Arsi,Jeju,2016,7020,5259,3960,9386,8630,9363,10361,15637,6636,14672
Oromia,Arsi,Ziway Dugda,2016,6660,5133,4260,8445,6970,8651,9131,14373,6135,13524
Oromia,Arsi,Dodota,2016,4160,3959,2205,6710,4590,6015,7163,11288,4182,10713
Oromia,Arsi,Enkelo Wabe,2016,3740,3042,1805,4774,3000,4311,5143,8195,3818,8002
Oromia,Arsi,Sude,2016,8960,7315,6575,12939,11180,13126,13012,21736,7660,20276
Oromia,Arsi,Ticho,2016,4080,3385,2855,5728,5670,6200,5742,9633,2808,8953
Oromia,Arsi,Limu Bilbilo,2016,13060,10916,7910,18658,9310,19053,18781,31830,12683,29950
Oromia,Arsi,Sirka,2016,9520,9282,6725,15556,11870,16033,15400,26828,9922,24963
Oromia,Arsi,Digeluna Tijo,2016,8180,7435,4525,12852,9740,12875,12314,21726,8342,20258
Oromia,Arsi,Tiyo,2016,4480,4739,2375,8270,4320,8320,6891,13575,4661,12877
Oromia,Arsi,Munesa,2016,8940,9609,4255,15358,7160,15570,13229,26990,9074,25006
Oromia,Arsi,Sire,2016,3080,3754,1500,6528,1650,6570,5203,10940,2817,10196
Oromia,Arsi,Seru,2016,3200,2327,2610,3502,2000,3964,2725,6388,4206,5834
Oromia,Arsi,Hitosa,2016,5360,6976,2665,12332,5240,12398,6827,20644,5342,19493
Oromia,Asela Town,Asela Town,2016,1920,4525,2300,6379,1910,5583,9550,11263,6531,10541
Oromia,Bale,Delo Mena,2016,12560,6674,8930,9771,13690,10166,16399,17660,9745,16618
Oromia,Bale,Goro(b),2016,7280,4575,5135,7481,7410,7934,10806,12384,6948,11492
Oromia,Bale,Agarfa,2016,7400,5394,5215,9622,7400,10241,11368,15657,6969,14642
Oromia,Bale,Berbere,2016,6760,4643,6400,7747,8140,7850,9091,13034,8295,11918
Oromia,Bale,Harena Buluk,2016,7900,5772,5310,9341,52640,9976,11150,16044,7060,16463
Oromia,Bale,Guradamole,2016,2760,2488,1975,3100,3780,3074,3774,5599,2740,5113
Oromia,Bale,Gasera,2016,4180,3854,2320,6774,4290,6857,6888,11162,3442,10423
Oromia,Bale,Dinsho,2016,2220,2181,1245,3669,1770,4067,3476,6400,2489,5936
Oromia,Bale,Sinana,2016,4380,5562,3905,9406,3760,9661,8472,15773,5052,14866
Oromia,Batu Town,Batu Town,2016,5020,7386,4020,11334,8870,10752,10331,19482,6692,18055
Oromia,Bishoftu Town,Bishoftu Town,2016,14560,12897,15440,22023,19940,21750,26500,38154,19590,35626
Oromia,Borena,Dire,2016,3900,2011,2335,3365,3710,3635,5636,5648,3253,5291
Oromia,Borena,Gomole,2016,3900,1551,1880,3251,4100,3393,5050,5439,3300,5082
Oromia,Borena,Yabelo Town,2016,2800,1366,1935,3186,2150,2780,4706,5563,3334,5127
Oromia,Borena,Dubuluk,2016,2640,1266,2265,2306,2260,2328,3297,3962,2515,3696
Oromia,Borena,Dilo,2016,1940,934,1070,1859,2090,1971,2582,3158,1721,3006
Oromia,Borena,Yabelo,2016,3280,1661,2165,3235,1600,3372,4267,5340,3362,4885
Oromia,Borena,Miyo,2016,4600,2562,2275,4748,5180,5105,5802,7800,3817,6996
Oromia,Borena,Taltale,2016,4520,2815,2325,5164,4620,5561,6064,8810,4173,8046
Oromia,Borena,Guchi,2016,1280,1026,715,1545,1250,1668,1361,2619,1302,2410
Oromia,Borena,Elwaye,2016,2360,1981,2655,3525,2360,3810,2245,6076,2817,5654
Oromia,Borena,Moyale,2016,5080,7178,4305,12621,810,12465,4686,21143,4470,19528
Oromia,Bule Hora Town,Bule Hora Town,2016,31820,3031,18530,4771,159840,4488,41538,8561,19996,7646
Oromia,Buno Bedele,Borecha,2016,6100,3733,5955,5970,15240,6589,11744,9925,6502,9295
Oromia,Buno Bedele,Dabo Hana,2016,4180,2147,4115,3516,7050,3561,6569,5816,4465,5501
Oromia,Buno Bedele,Gechi,2016,8360,3723,4945,6484,11480,6715,10118,10830,7011,10154
Oromia,Buno Bedele,Meko,2016,3080,1109,975,1936,3650,2049,3232,3504,2282,2943
Oromia,Buno Bedele,Chewaka,2016,6220,2992,4600,5377,50740,5272,8622,9407,5980,8836
Oromia,Buno Bedele,Dedesa,2016,10680,3978,8225,7084,15220,8072,10489,11999,8208,11042
Oromia,Buno Bedele,Bedele,2016,7680,3650,6855,6143,30010,6813,8829,10257,6900,9516
Oromia,Buno Bedele,Chora,2016,10420,5083,7790,8787,13710,9223,11530,14481,8568,13579
Oromia,Buno Bedele,Dega,2016,3720,1870,2590,3139,2570,2963,3544,5371,2710,5021
Oromia,Buno Bedele,Bedele Town,2016,2160,1421,1510,2432,3100,2388,2834,4296,2154,3863
Oromia,Dodola Town,Dodola Town,2016,17120,11682,10935,19297,20520,18964,29700,32882,15831,30235
Oromia,East Bale,Ginnir Town,2016,4560,2208,2915,3641,5460,3489,6975,6104,3556,5805
Oromia,East Bale,Dawe Serer,2016,3380,1828,2480,3338,2610,3583,5286,5858,3030,5386
Oromia,East Bale,Gololcha,2016,8400,5872,4810,9526,13690,9575,14430,16411,9482,15131
Oromia,East Bale,Dawe Kachen,2016,2320,1987,2625,3483,3290,3379,4403,6030,3358,5732
Oromia,East Bale,Laga Hidha,2016,4820,4953,3490,7204,3710,6886,8476,12225,5423,11157
Oromia,East Bale,Sewena,2016,6100,5103,5890,8154,6380,7880,8094,13603,6106,12887
Oromia,East Bale,Rayitu,2016,2440,2747,1555,4235,1840,3622,3680,7616,2235,7352
Oromia,East Bale,Ginnir,2016,8460,6852,3905,11574,8380,11279,7270,19427,6450,18579
Oromia,East Borena,Gumi Eldalo,2016,2500,817,1650,1222,4180,881,2690,2376,3322,2305
Oromia,East Borena,Das,2016,4420,1131,1955,2057,3570,2224,3830,3391,3314,2981
Oromia,East Borena,Negele Borena Town,2016,3760,3518,2090,5568,3670,5204,8081,9960,4768,9398
Oromia,East Borena,Mada Walabu,2016,8660,4520,6520,8095,9610,7959,11046,13673,7541,12873
Oromia,East Borena,Liben,2016,5700,3446,3005,5373,3180,6643,5174,9147,4000,8622
Oromia,East Borena,West Welabu,2016,2140,2504,1740,5479,3360,5705,4486,8840,2500,8386
Oromia,East Borena,Arero,2016,3380,1900,1060,3451,1850,3029,3106,6203,2631,5829
Oromia,East Borena,Wachile,2016,2260,1192,600,2344,1310,1959,1416,3897,1243,3605
Oromia,East Borena,Goro Dola,2016,3880,3564,2125,8172,3340,9657,4852,13843,3986,13662
Oromia,East Hararge,Haromaya,2016,13300,3295,10190,7081,24350,7135,18603,12056,12606,11383
Oromia,East Hararge,Gursum,2016,11300,6672,9295,11375,22460,12404,20787,18838,11175,17624
Oromia,East Hararge,Jarso,2016,11060,5705,8490,10143,20970,10568,16860,16918,10542,15941
Oromia,East Hararge,Gola Oda,2016,7600,3778,5945,7523,12530,8041,13143,13453,7611,11933
Oromia,East Hararge,Kersa,2016,15020,7224,9750,14667,21710,15130,23950,24516,16687,23250
Oromia,East Hararge,Kurfa Chale,2016,4740,2645,3615,4802,8540,4951,7768,8065,5113,7555
Oromia,East Hararge,Fedis,2016,9580,6468,7305,10799,18000,11947,16821,18869,10646,17584
Oromia,East Hararge,Chinaksen,2016,7040,4713,5295,8371,13250,8444,12310,14000,7267,13217
Oromia,East Hararge,Bedeno,2016,18620,11673,16255,20248,35340,20791,30172,34337,20786,31793
Oromia,East Hararge,Girawa,2016,18220,12006,14675,20910,35950,21994,31256,36068,19444,33196
Oromia,East Hararge,Meta,2016,17000,8559,10555,14817,24120,15316,21705,25148,16642,23565
Oromia,East Hararge,Meye Muluke,2016,4400,2477,3335,5457,8290,5070,8078,9408,4375,8748
Oromia,East Hararge,Babile,2016,6740,3730,5200,6430,12020,6789,8665,10821,6006,10219
Oromia,East Hararge,Melka Bello,2016,12200,8584,11895,16974,24090,17405,22101,28256,14129,26551
Oromia,East Hararge,Midaga Tola,2016,6300,4960,5070,7670,11420,7066,9607,13642,5874,12959
Oromia,East Hararge,Goro Gutu,2016,12780,7350,10420,12920,25060,13101,14789,21594,10217,20317
Oromia,East Hararge,Deder,2016,15380,12832,13300,22681,30670,23982,23434,37188,17582,35367
Oromia,East Hararge,Babile Town,2016,1580,1609,1310,2596,2790,2261,3036,4873,1993,4461
Oromia,East Hararge,Kumbi,2016,2280,1625,1575,2506,3910,13345,3282,5348,2278,4943
Oromia,East Hararge,Goro Muti,2016,5700,3911,4660,6981,8430,7342,6873,11631,5805,10809
Oromia,East Hararge,Kombolcha,2016,10620,7586,7335,13413,13910,13805,12870,22714,10285,21176
Oromia,East Hararge,Mekanisa Oromo,2016,500,731,415,1735,690,1710,752,2762,501,2689
Oromia,East Shewa,Adama,2016,10440,2166,6275,3895,12120,4059,18862,6376,11092,6003
Oromia,East Shewa,Lume,2016,8200,3292,5235,5926,8380,5934,15493,9941,8802,9239
Oromia,East Shewa,Dugda,2016,13000,9018,8075,14671,46960,14124,22903,25320,13919,23720
Oromia,East Shewa,Adaa,2016,3900,2408,3740,4192,6420,4485,6114,7032,4570,6573
Oromia,East Shewa,Akaki,2016,1660,768,1040,1414,1800,1466,1515,2297,1081,2197
Oromia,East Shewa,Adami Tulu Jido Kombolcha,2016,12380,6555,6465,11209,9410,11368,11307,18921,8262,17849
Oromia,East Shewa,Fentale,2016,4760,4700,4130,7972,4060,7982,7241,13789,5500,12870
Oromia,East Shewa,Boset,2016,5180,6711,3625,11951,4930,12723,8488,20252,6247,19038
